mode,eigval
1036,6.443558e+02
1037,6.448110e+02
1038,6.453113e+02
1039,6.461629e+02
1040,6.469318e+02
1041,6.480748e+02
1042,6.488439e+02
1043,6.500742e+02
1044,6.511739e+02
1045,6.527118e+02
1046,6.534706e+02
1047,6.540943e+02
1048,6.545617e+02
1049,6.567043e+02
1050,6.574275e+02
1051,6.589445e+02
1052,6.592159e+02
1053,6.607811e+02
1054,6.612634e+02
1055,6.628671e+02
1056,6.633914e+02
1057,6.647696e+02
1058,6.659821e+02
1059,6.672238e+02
1060,6.681556e+02
1061,6.687002e+02
1062,6.700368e+02
1063,6.716498e+02
1064,6.728903e+02
1065,6.732943e+02
1066,6.737797e+02
1067,6.749439e+02
1068,6.760167e+02
1069,6.767613e+02
1070,6.785541e+02
1071,6.787159e+02
1072,6.801417e+02
1073,6.805151e+02
1074,6.816533e+02
1075,6.831419e+02
1076,6.841659e+02
1077,6.852588e+02
1078,6.862786e+02
1079,6.864021e+02
1080,6.867938e+02
1081,6.887847e+02
1082,6.893815e+02
1083,6.908891e+02
1084,6.911639e+02
1085,6.923282e+02
1086,6.929864e+02
1087,6.939447e+02
1088,6.950091e+02
1089,6.970997e+02
1090,6.977912e+02
1091,6.990925e+02
1092,6.993655e+02
1093,7.020770e+02
1094,7.028278e+02
1095,7.031723e+02
1096,7.042096e+02
1097,7.053501e+02
1098,7.060466e+02
1099,7.072281e+02
1100,7.091296e+02
1101,7.109229e+02
1102,7.134913e+02
1103,7.146535e+02
1104,7.153084e+02
1105,7.156420e+02
1106,7.161752e+02
1107,7.176474e+02
1108,7.186169e+02
1109,7.190765e+02
1110,7.204166e+02
1111,7.207430e+02
1112,7.228694e+02
1113,7.234078e+02
1114,7.243143e+02
1115,7.256674e+02
1116,7.262336e+02
1117,7.272070e+02
1118,7.289219e+02
1119,7.304939e+02
1120,7.311056e+02
1121,7.331685e+02
1122,7.348730e+02
1123,7.353917e+02
1124,7.355444e+02
1125,7.371197e+02
1126,7.383178e+02
1127,7.398593e+02
1128,7.415017e+02
1129,7.430460e+02
1130,7.440512e+02
1131,7.443518e+02
1132,7.446596e+02
1133,7.465374e+02
1134,7.479324e+02
1135,7.489484e+02
1136,7.498464e+02
1137,7.506650e+02
1138,7.528136e+02
1139,7.543042e+02
1140,7.551019e+02
1141,7.564140e+02
1142,7.578601e+02
1143,7.590059e+02
1144,7.606350e+02
1145,7.609540e+02
1146,7.621786e+02
1147,7.643107e+02
1148,7.667084e+02
1149,7.673081e+02
1150,7.678095e+02
1151,7.691779e+02
1152,7.696089e+02
1153,7.710014e+02
1154,7.725624e+02
1155,7.743445e+02
1156,7.753061e+02
1157,7.762937e+02
1158,7.782529e+02
1159,7.797625e+02
1160,7.801070e+02
1161,7.813082e+02
1162,7.816080e+02
1163,7.838404e+02
1164,7.847688e+02
1165,7.856863e+02
1166,7.878626e+02
1167,7.888560e+02
1168,7.902542e+02
1169,7.916568e+02
1170,7.926016e+02
1171,7.934715e+02
1172,7.954320e+02
1173,7.965703e+02
1174,7.976436e+02
1175,7.998825e+02
1176,8.009932e+02
1177,8.020898e+02
1178,8.028852e+02
