mode,7.0,7.5,8.0,8.5,9.0,9.5,10.0,10.5,11.0,11.5,12.0,12.5,13.0,13.5,14.0,14.5,15.0
146,3.408789,4.571281,5.455226,6.686861,8.380102,9.904011,11.779997,13.795759,15.599354,17.176955,18.811335,20.554702,22.244464,23.989028,25.830282,27.396587,28.951877
147,3.422236,4.581717,5.465699,6.710537,8.414366,9.982107,11.849364,13.796614,15.601999,17.184848,18.862354,20.581075,22.296883,24.000577,25.831652,27.440025,28.964093
148,3.487445,4.601492,5.520974,6.739295,8.435152,9.985059,11.866766,13.859292,15.694312,17.269384,18.900762,20.638577,22.392666,24.034700,25.874071,27.453988,29.011281
149,3.503133,4.605718,5.539525,6.749348,8.452259,10.069554,11.867263,13.878423,15.695063,17.283035,18.940961,20.719266,22.396615,24.053336,25.909823,27.536332,29.082731
150,3.566847,4.619778,5.557696,6.786025,8.472186,10.086637,11.871237,13.902193,15.733334,17.298039,18.952475,20.790853,22.452880,24.158997,25.971418,27.630596,29.170584
151,3.599755,4.661072,5.566388,6.810829,8.490608,10.128403,11.896044,13.944539,15.775623,17.309965,19.038143,20.796524,22.454981,24.216037,26.050979,27.692196,29.178465
152,3.614629,4.678622,5.623400,6.823888,8.499770,10.147944,11.961288,13.945385,15.811089,17.352489,19.066304,20.837026,22.467581,24.270271,26.052564,27.755996,29.258173
153,3.641767,4.681897,5.645688,6.854665,8.548395,10.148293,11.971635,13.968619,15.821527,17.360981,19.104611,20.849473,22.502194,24.293824,26.061615,27.786993,29.278922
154,3.655503,4.694976,5.674542,6.912139,8.584323,10.177996,12.005569,14.056140,15.886608,17.463581,19.106771,20.902005,22.560549,24.296979,26.116983,27.806931,29.329021
155,3.666615,4.707642,5.722035,6.944987,8.620101,10.207150,12.011952,14.087564,15.898479,17.520882,19.122811,20.923996,22.603629,24.328020,26.186198,27.853751,29.341080
156,3.676571,4.720025,5.751429,6.953302,8.649599,10.235242,12.038918,14.107221,15.937741,17.540389,19.185298,20.996289,22.641680,24.332382,26.192276,27.865179,29.381041
